"","City","State","Total","1_Units","2_Units","3-4_Units"
"64","Dayton-Springfield* OH MSA","20634",19807,0,351,476
"65","Daytona Beach* FL MSA","32979",32454,180,0,345
"66","Decatur* Al MSA","3098",2993,0,0,105
"67","Decatur* IL MSA","683",683,0,0,0
"68","Denver-Boulder-Greeley  CO  CMSA","296803",244003,4537,1943,46320
"69","Des Moines* IA MSA","22780",19331,1207,265,1977
"70","Detroit-Ann Arbor-Flint  MI  CMSA","248610",232462,1337,5375,9436
"71","Dothan* AL MSA","3934",869,954,0,2111
"72","Dover* DE MSA","7368",7368,0,0,0
"73","Dubuque* IA MSA","5644",1617,194,3833,0
"74","Duluth-Superior* MN-WI MSA","4794",3927,221,0,646
"75","Eau Claire* WI MSA","10809",9014,130,525,1140
"76","El Paso* TX MSA","8836",8765,71,0,0
"77","Elkhart-Goshen* IN MSA","6521",6121,100,300,0
"78","Elmira* NY MSA","1210",365,0,0,845
"79","Enid* OK MSA","710",710,0,0,0
"80","Erie* PA MSA","3650",3470,180,0,0
"81","Eugene-Springfield* OR MSA","18236",14338,298,0,3600
"82","Evansville-Henderson* IN-KY  MSA","10690",8964,651,75,1000
"83","Fargo-Moorhead* ND-MN MSA","3620",3250,0,370,0
"84","Fayetteville* NC MSA","9633",6028,78,260,3267
"85","Fayetteville-Springdale-  Rogers* AR MSA","14733",13191,327,201,1014
"86","Flagstaff* AZ-UT MSA","6278",6278,0,0,0
"87","Florence* AL MSA","756",528,228,0,0
"88","Florence* SC MSA","3604",3213,0,0,391
"89","Fort Collins-Loveland* CO MSA","32006",27428,568,264,3746
"90","Fort Myers-Cape Coral* FL MSA","60570",52097,2683,1924,3866
"91","Fort Pierce-Port St. Lucie*  FL MSA","27757",27663,94,0,0
"92","Fort Smith* AR-OK MSA","1701",1577,124,0,0
"93","Fort Walton Beach* FL MSA","10210",9437,0,0,773
"94","Fort Wayne* IN MSA","26965",26965,0,0,0
"95","Fresno  CA MSA","34450",34336,0,114,0
"96","Gadsden* AL MSA","1105",1105,0,0,0
"97","Gainesville* FL MSA","12993",7960,49,0,4984
"98","Glens Falls* NY MSA","4262",4064,0,0,198
"99","Goldsboro* NC MSA","3878",3878,0,0,0
"100","Grand Forks* ND-MN MSA","686",686,0,0,0
"101","Grand Junction* CO MSA","8851",8851,0,0,0
"102","Grand Rapids-Muskegon-  Holland  MI MSA","59345",56672,620,1500,553
"103","Great Falls* MT MSA","930",930,0,0,0
"104","Green Bay* WI MSA","8952",7539,598,0,815
"105","Greensboro--Winston-Salem--  High Point  NC MSA","85128",74852,195,80,10001
"106","Greenville* NC MSA","6758",6128,0,0,630
"107","Greenville-Spartanburg-  Anderson* SC MSA","38907",38187,92,0,628
"108","Harrisburg-Lebanon-  Carlisle* PA MSA","15645",13193,0,520,1932
"109","Hartford* CT MSA","36171",34711,925,448,87
"110","Hattiesburg* MS MSA","873",743,0,0,130
"111","Hickory-Morganton-Lenoir*  NC MSA","28050",26752,214,242,842
"112","Honolulu  HI MSA","25515",21826,0,0,3689
"113","Houma* LA MSA","4099",4099,0,0,0
"114","Houston-Galveston-Brazoria  TX CMSA","314558",271363,951,140,42104
"115","Huntington-Ashland* WV-KY-  OH MSA","905",905,0,0,0
"116","Huntsville* AL MSA","6760",3950,0,468,2342
"117","Indianapolis  IN MSA","155972",141097,3426,2955,8494
"118","Iowa City* IA MSA","7455",6420,160,0,875
"119","Jackson* MI MSA","2537",1193,0,0,1344
"120","Jackson* MS MSA","19097",15586,0,0,3511
"121","Jackson* TN MSA","3843",3843,0,0,0
"122","Jacksonville  FL MSA","122103",88077,0,0,34026
"123","Jacksonville* NC MSA","3435",3017,0,0,418
"124","Jamestown* NY MSA","0",0,0,0,0
"125","Janesville-Beloit* WI MSA","3547",2850,297,225,175
"126","Johnson City-Kingsport-  Bristol* TN-VA MSA","9215",6045,0,0,3170
"127","Johnstown* PA MSA","295",295,0,0,0
"128","Jonesboro* AR MSA","2367",2367,0,0,0
"129","Joplin* MO MSA","822",822,0,0,0
"130","Kalamazoo-Battle Creek* MI  MSA","14274",10142,200,0,3932
"131","Kansas City  MO-KS MSA","116841",94927,7304,6077,8533
"132","Killeen-Temple* TX MSA","11143",8895,107,2141,0
"133","Knoxville* TN MSA","26520",22573,548,214,3185
"134","Kokomo* IN MSA","4030",3584,446,0,0
"135","La Crosse* WI-MN MSA","7744",5312,410,2022,0
"136","Lafayette* LA MSA","6726",6726,0,0,0
"137","Lafayette* IN MSA","11009",7709,0,300,3000
"138","Lake Charles* LA MSA","5433",4874,419,140,0
"139","Lakeland-Winter Haven* FL MSA","22302",19460,105,0,2737
"140","Lancaster* PA MSA","9861",9335,0,0,526
"141","Lansing-East Lansing* MI MSA","10857",10409,448,0,0
"142","Laredo* TX MSA","6975",6113,0,88,774
"143","Las Cruces* NM MSA","10995",6414,0,345,4236
"144","Las Vegas  NV-AZ MSA","261752",228460,115,7586,25591
"145","Lawrence* KS MSA","3672",2949,609,114,0
"146","Lawton* OK MSA","1052",1052,0,0,0
"147","Lewiston-Auburn* ME MSA","1795",1535,0,260,0
"148","Lexington* KY MSA","29845",29763,82,0,0
"149","Lima* OH MSA","250",110,140,0,0
"150","Lincoln* NE MSA","11211",10092,230,0,889
"151","Little Rock-North Little  Rock* AR MSA","19895",19664,0,231,0
"152","Longview-Marshall* TX MSA","351",351,0,0,0
"153","Los Angeles-Riverside-  Orange County  CA CMSA","668905",585967,6013,5456,71469
"154","Louisville  KY-IN MSA","64801",49264,116,690,14731
"155","Lubbock* TX MSA","4660",4531,129,0,0
"156","Lynchburg* VA MSA","10486",10366,120,0,0
"157","Macon* GA MSA","11224",10932,60,0,232
"158","Madison* WI MSA","34776",23164,2758,3134,5720
"159","Mansfield* OH MSA","6959",5955,504,0,500
"160","McAllen-Edinburg-Mission*  TX MSA","20602",19426,391,496,289
"161","Medford-Ashland* OR MSA","11725",10710,201,320,494
"162","Melbourne-Titusville-Palm  Bay* FL MSA","34421",31926,0,0,2495
"163","Memphis  TN-AR-MS MSA","72979",31682,2817,3770,34710
"164","Merced* CA MSA","13793",13793,0,0,0
"165","Miami-Fort Lauderdale  FL  CMSA","206072",126028,752,1907,77385
"166","Milwaukee-Racine  WI CMSA","72597",58391,3428,885,9893
"167","Minneapolis-St. Paul  MN-WI  MSA","258948",186317,2454,86,70091
"168","Missoula* MT MSA","2412",2187,225,0,0
"169","Mobile* AL MSA","43475",27307,0,0,16168
"170","Modesto* CA MSA","33728",33356,372,0,0
"171","Monroe* LA MSA","3897",3480,0,136,281
"172","Montgomery* AL MSA","6669",6669,0,0,0
"173","Muncie* IN MSA","2064",2064,0,0,0
"174","Myrtle Beach* SC MSA","21124",16906,0,1018,3200
"175","Naples* FL MSA","83083",48900,183,5642,28358
"176","Nashville  TN MSA","98723",88157,670,2055,7841
"177","New London-Norwich* CT-RI MSA","9782",9613,0,169,0
"178","New Orleans* LA MSA","26568",25441,413,0,714
"179","New York-Northern New  Jersey-Long Island  NY-NJ-  CT-PA CMSA","546195",373765,26663,14604,131163
"180","Norfolk-Virginia Beach-  Newport News  VA-NC MSA","57936",56402,0,0,1534
"181","Ocala* FL MSA","18328",18183,0,145,0
"182","Odessa-Midland* TX MSA","2390",2390,0,0,0
"183","Oklahoma City* OK MSA","33733",32066,0,0,1667
"184","Omaha* NE-IA MSA","30237",28180,362,192,1503
"185","Orlando  FL MSA","190327",158791,430,399,30707
"186","Owensboro* KY MSA","4636",4541,0,95,0
"187","Panama City* FL MSA","6260",5628,245,387,0
"188","Parkersburg-Marietta* WV-OH  MSA","1216",1216,0,0,0
"189","Pensacola* FL MSA","18111",18111,0,0,0
"190","Peoria-Pekin* IL MSA","5476",5334,142,0,0
"191","Philadelphia-Wilmington-  Atlantic City  PA-NJ-DE-MD  CMSA","181120",164401,5463,2948,8308
"192","Phoenix-Mesa  AZ MSA","347908",283960,1781,3886,58281
"193","Pine Bluff* AR MSA","749",749,0,0,0
"194","Pittsburgh  PA MSA","62878",55539,487,1515,5337
"195","Pittsfield* MA MSA","0",0,0,0,0
"196","Pocatello* ID MSA","459",459,0,0,0
"197","Portland* ME MSA","13495",12020,0,175,1300
"198","Portland-Salem  OR-WA CMSA","157336",125446,1952,828,29110
"199","Providence-Fall River-  Warwick* RI-MA MSA","24332",22900,531,376,525
"200","Provo-Orem* UT MSA","28156",26106,1474,0,576
"201","Pueblo* CO MSA","8054",7797,257,0,0
"202","Punta Gorda* FL MSA","26209",11356,129,0,14724
"203","Raleigh-Durham-Chapel Hill  NC MSA","160463",145043,645,1793,12982
"204","Rapid City* SD MSA","2474",2165,0,0,309
"205","Reading* PA MSA","7964",7964,0,0,0
"206","Redding* CA MSA","9688",9688,0,0,0
"207","Reno* NV MSA","53186",43252,0,0,9934
"208","Richland-Kennewick-Pasco*  WA MSA","8826",8323,0,254,249
"209","Richmond-Petersburg  VA MSA","44717",44633,0,0,84
"210","Roanoke* VA MSA","8627",5459,121,0,3047
"211","Rochester* MN MSA","19790",10740,425,4091,4534
"212","Rochester* NY MSA","25261",23619,45,0,1597
"213","Rockford* IL MSA","12640",12248,108,284,0
"214","Rocky Mount* NC MSA","3940",3356,213,0,371
"215","Sacramento-Yolo  CA CMSA","201574",181227,181,0,20166
"216","Saginaw-Bay City-Midland*  MI MSA","3356",3220,136,0,0
"217","St. Cloud* MN MSA","5942",5748,0,0,194
"218","St. Joseph* MO MSA","1087",1087,0,0,0
"219","St. Louis  MO-IL MSA","92079",89218,1154,651,1056
"220","Salinas* CA MSA","23689",23481,208,0,0
"221","Salt Lake City-Ogden  UT MSA","63131",54546,1253,4834,2498
"222","San Angelo* TX MSA","1528",1528,0,0,0
"223","San Antonio* TX MSA","85214",64705,122,7889,12498
"224","San Diego  CA MSA","161822",147732,0,4115,9975
"225","San Francisco-Oakland-San  Jose  CA CMSA","387108",284485,2521,3584,96518
"226","San Luis Obispo-Atascadero-  Paso Robles* CA MSA","20356",19404,112,405,435
"227","Santa Barbara-Santa Maria-  Lompoc* CA MSA","7884",7454,0,0,430
"228","Santa Fe* NM MSA","5704",4142,0,157,1405
"229","Sarasota-Bradenton* FL MSA","73109",68697,138,418,3856
"230","Savannah* GA MSA","20091",19907,0,0,184
"231","Scranton--Wilkes-Barre--  Hazleton* PA MSA","5005",4835,0,170,0
"232","Seattle-Tacoma-Bremerton  WA CMSA","212617",148322,3498,9621,51176
"233","Sharon* PA MSA","899",899,0,0,0
"234","Sheboygan* WI MSA","928",928,0,0,0
"235","Sherman-Denison* TX MSA","750",570,180,0,0
"236","Shreveport-Bossier City* LA  MSA","7154",7154,0,0,0
"237","Sioux City* IA-NE MSA","1270",1135,79,56,0
"238","Sioux Falls* SD MSA","10718",9400,368,950,0
"239","South Bend* IN MSA","9445",9236,209,0,0
"240","Spokane* WA MSA","16138",13689,439,313,1697
"241","Springfield* IL MSA","6033",4138,935,0,960
"242","Springfield* MO MSA","17983",17119,734,130,0
"243","Springfield* MA MSA","6709",6709,0,0,0
"244","State College* PA MSA","3106",2977,129,0,0
"245","Steubenville-Weirton* OH-WV  MSA","70",70,0,0,0
"246","Stockton-Lodi* CA MSA","79562",73986,308,0,5268
"247","Sumter* SC MSA","1837",1837,0,0,0
"248","Syracuse* NY MSA","6407",5932,75,400,0
"249","Tallahassee* FL MSA","33371",15990,122,382,16877
"250","Tampa-St. Petersburg-  Clearwater  FL MSA","181334",101497,2405,727,76705
"251","Terre Haute* IN MSA","2068",2068,0,0,0
"252","Texarkana* TX-Texarkana  AR  MSA","2075",1175,0,900,0
"253","Toledo* OH MSA","21033",19150,703,280,900
"254","Topeka* KS MSA","6446",6256,190,0,0
"255","Tucson* AZ MSA","56894",56894,0,0,0
"256","Tulsa* OK MSA","24372",24372,0,0,0
"257","Tuscaloosa* AL MSA","6889",3555,0,0,3334
"258","Tyler* TX MSA","4152",3875,0,0,277
"259","Utica-Rome* NY MSA","1023",1023,0,0,0
"260","Victoria* TX MSA","1374",1374,0,0,0
"261","Visalia-Tulare-Porterville*  CA MSA","12149",11800,0,0,349
"262","Waco* TX MSA","3714",3158,224,119,213
"263","Washington-Baltimore  DC-MD-  VA-WV CMSA","428011",386154,122,0,41735
"264","Waterloo-Cedar Falls* IA MSA","3179",2568,121,490,0
"265","Wausau* WI MSA","2901",2901,0,0,0
"266","West Palm Beach-Boca Raton  FL MSA","81296",63961,148,0,17187
"267","Wheeling* WV-OH MSA","139",139,0,0,0
"268","Wichita* KS MSA","17010",15923,1087,0,0
"269","Wichita Falls* TX MSA","1673",1443,230,0,0
"270","Wilmington* NC MSA","23233",16997,90,0,6146
"271","Yakima* WA MSA","1679",1543,0,136,0
"272","York* PA MSA","10784",10304,0,0,480
"273","Youngstown-Warren* OH MSA","11584",9643,468,1203,270
"274","Yuba City* CA MSA","4917",4917,0,0,0
"275","Yuma* AZ MSA","5562",5562,0,0,0
