"","City","State","Total","1_Units","2_Units","3-4_Units"
"95","Fresno  CA MSA","43214",41164,312,1025,713
"96","Gadsden* AL MSA","851",851,0,0,0
"97","Gainesville* FL MSA","8057",8057,0,0,0
"98","Glens Falls* NY MSA","5774",5633,141,0,0
"99","Goldsboro* NC MSA","3005",2923,82,0,0
"100","Grand Forks* ND-MN MSA","650",650,0,0,0
"101","Grand Junction* CO MSA","5998",5653,345,0,0
"102","Grand Rapids-Muskegon-  Holland  MI MSA","66193",60378,921,760,4134
"103","Great Falls* MT MSA","1783",1383,0,0,400
"104","Green Bay* WI MSA","17350",12244,144,0,4962
"105","Greensboro--Winston-Salem--  High Point  NC MSA","73781",68664,423,122,4572
"106","Greenville* NC MSA","6530",5679,602,0,249
"107","Greenville-Spartanburg-  Anderson* SC MSA","47196",43956,191,0,3049
"108","Harrisburg-Lebanon-  Carlisle* PA MSA","11420",11420,0,0,0
"109","Hartford* CT MSA","35299",31739,418,0,3142
"110","Hattiesburg* MS MSA","148",148,0,0,0
"111","Hickory-Morganton-Lenoir*  NC MSA","17655",17585,70,0,0
"112","Honolulu  HI MSA","23785",23785,0,0,0
"113","Houma* LA MSA","6744",6286,458,0,0
"114","Houston-Galveston-Brazoria  TX CMSA","283722",256675,48,140,26859
"115","Huntington-Ashland* WV-KY-  OH MSA","541",541,0,0,0
"116","Huntsville* AL MSA","4385",4385,0,0,0
"117","Indianapolis  IN MSA","173748",165565,2073,4146,1964
"118","Iowa City* IA MSA","8262",6887,0,0,1375
"119","Jackson* MI MSA","1621",1621,0,0,0
"120","Jackson* MS MSA","17277",17277,0,0,0
"121","Jackson* TN MSA","5366",5241,0,125,0
"122","Jacksonville  FL MSA","119110",101775,0,309,17026
"123","Jacksonville* NC MSA","5716",5716,0,0,0
"124","Jamestown* NY MSA","88",88,0,0,0
"125","Janesville-Beloit* WI MSA","1983",1678,130,0,175
"126","Johnson City-Kingsport-  Bristol* TN-VA MSA","7907",7268,0,248,391
"127","Johnstown* PA MSA","164",164,0,0,0
"128","Jonesboro* AR MSA","3397",3397,0,0,0
"129","Joplin* MO MSA","1169",1169,0,0,0
"130","Kalamazoo-Battle Creek* MI  MSA","15311",12866,0,0,2445
"131","Kansas City  MO-KS MSA","154485",135376,7140,6989,4980
"132","Killeen-Temple* TX MSA","15850",15301,258,291,0
"133","Knoxville* TN MSA","29252",27883,364,324,681
"134","Kokomo* IN MSA","3971",3002,969,0,0
"135","La Crosse* WI-MN MSA","5818",5818,0,0,0
"136","Lafayette* LA MSA","10030",10030,0,0,0
"137","Lafayette* IN MSA","7239",6571,668,0,0
"138","Lake Charles* LA MSA","5427",5361,66,0,0
"139","Lakeland-Winter Haven* FL MSA","33313",33313,0,0,0
"140","Lancaster* PA MSA","10533",9195,0,101,1237
"141","Lansing-East Lansing* MI MSA","10889",10659,0,230,0
"142","Laredo* TX MSA","13929",12654,0,0,1275
"143","Las Cruces* NM MSA","5965",5965,0,0,0
"144","Las Vegas  NV-AZ MSA","231972",200374,976,4190,26432
"145","Lawrence* KS MSA","7728",5594,2134,0,0
"146","Lawton* OK MSA","1164",1164,0,0,0
"147","Lewiston-Auburn* ME MSA","1982",1982,0,0,0
"148","Lexington* KY MSA","23396",21986,480,620,310
"149","Lima* OH MSA","1912",1912,0,0,0
"150","Lincoln* NE MSA","14224",12987,247,0,990
"151","Little Rock-North Little  Rock* AR MSA","21184",20844,0,0,340
"152","Longview-Marshall* TX MSA","1814",1814,0,0,0
"153","Los Angeles-Riverside-  Orange County  CA CMSA","687692",520347,8413,8489,150443
"154","Louisville  KY-IN MSA","56784",55784,297,98,605
"155","Lubbock* TX MSA","6282",5985,297,0,0
"156","Lynchburg* VA MSA","9748",9448,300,0,0
"157","Macon* GA MSA","16604",16204,400,0,0
"158","Madison* WI MSA","73092",29940,1580,1889,39683
"159","Mansfield* OH MSA","3381",3381,0,0,0
"160","McAllen-Edinburg-Mission*  TX MSA","23573",22130,173,596,674
"161","Medford-Ashland* OR MSA","13013",12161,0,0,852
"162","Melbourne-Titusville-Palm  Bay* FL MSA","44744",43720,0,0,1024
"163","Memphis  TN-AR-MS MSA","57060",57060,0,0,0
"164","Merced* CA MSA","14357",14357,0,0,0
"165","Miami-Fort Lauderdale  FL  CMSA","183003",133166,85,2098,47654
"166","Milwaukee-Racine  WI CMSA","89005",55215,5102,550,28138
"167","Minneapolis-St. Paul  MN-WI  MSA","308471",227387,2119,6471,72494
"168","Missoula* MT MSA","3231",1600,272,352,1007
"169","Mobile* AL MSA","27499",27432,0,0,67
"170","Modesto* CA MSA","33897",33897,0,0,0
"171","Monroe* LA MSA","3213",3213,0,0,0
"172","Montgomery* AL MSA","9782",9332,0,450,0
"173","Muncie* IN MSA","3032",3032,0,0,0
"174","Myrtle Beach* SC MSA","29491",16822,0,110,12559
"175","Naples* FL MSA","106949",45252,104,7467,54126
"176","Nashville  TN MSA","90171",83183,1665,245,5078
"177","New London-Norwich* CT-RI MSA","10880",10705,175,0,0
"178","New Orleans* LA MSA","26506",24846,507,310,843
"179","New York-Northern New  Jersey-Long Island  NY-NJ-  CT-PA CMSA","538604",358819,48977,25670,105138
"180","Norfolk-Virginia Beach-  Newport News  VA-NC MSA","92525",91004,648,508,365
"181","Ocala* FL MSA","35153",35033,120,0,0
"182","Odessa-Midland* TX MSA","2503",2503,0,0,0
"183","Oklahoma City* OK MSA","65775",47768,887,0,17120
"184","Omaha* NE-IA MSA","35687",34165,0,0,1522
"185","Orlando  FL MSA","182502",164228,249,583,17442
"186","Owensboro* KY MSA","4802",4495,0,0,307
"187","Panama City* FL MSA","9696",8854,0,842,0
"188","Parkersburg-Marietta* WV-OH  MSA","1830",1598,0,232,0
"189","Pensacola* FL MSA","24899",24520,379,0,0
"190","Peoria-Pekin* IL MSA","11200",9024,1093,0,1083
"191","Philadelphia-Wilmington-  Atlantic City  PA-NJ-DE-MD  CMSA","181865",164457,4985,1688,10735
"192","Phoenix-Mesa  AZ MSA","315020",312741,665,893,721
"193","Pine Bluff* AR MSA","1352",1352,0,0,0
"194","Pittsburgh  PA MSA","51756",49294,70,1267,1125
"195","Pittsfield* MA MSA","325",325,0,0,0
"196","Pocatello* ID MSA","263",263,0,0,0
"197","Portland* ME MSA","12744",12201,104,245,194
"198","Portland-Salem  OR-WA CMSA","153439",131988,2447,505,18499
"199","Providence-Fall River-  Warwick* RI-MA MSA","27218",26217,549,88,364
"200","Provo-Orem* UT MSA","22245",20962,390,356,537
"201","Pueblo* CO MSA","15007",7928,271,0,6808
"202","Punta Gorda* FL MSA","16722",15782,0,340,600
"203","Raleigh-Durham-Chapel Hill  NC MSA","149081",132747,785,206,15343
"204","Rapid City* SD MSA","4299",4299,0,0,0
"205","Reading* PA MSA","7906",7425,115,195,171
"206","Redding* CA MSA","10013",10013,0,0,0
"207","Reno* NV MSA","42306",38399,0,243,3664
"208","Richland-Kennewick-Pasco*  WA MSA","11949",11299,324,326,0
"209","Richmond-Petersburg  VA MSA","64467",59863,0,0,4604
"210","Roanoke* VA MSA","6383",4413,0,0,1970
"211","Rochester* MN MSA","21345",13633,0,0,7712
"212","Rochester* NY MSA","26758",21071,0,168,5519
"213","Rockford* IL MSA","14664",12551,119,1994,0
"214","Rocky Mount* NC MSA","5189",4484,135,0,570
"215","Sacramento-Yolo  CA CMSA","196338",186173,0,259,9906
"216","Saginaw-Bay City-Midland*  MI MSA","4441",3561,221,332,327
"217","St. Cloud* MN MSA","4898",4898,0,0,0
"218","St. Joseph* MO MSA","1660",1456,0,0,204
"219","St. Louis  MO-IL MSA","92658",86231,1962,532,3933
"220","Salinas* CA MSA","16717",16717,0,0,0
"221","Salt Lake City-Ogden  UT MSA","85382",65681,809,3131,15761
"222","San Angelo* TX MSA","1358",1358,0,0,0
"223","San Antonio* TX MSA","118563",80294,224,0,38045
"224","San Diego  CA MSA","185712",153697,247,2284,29484
"225","San Francisco-Oakland-San  Jose  CA CMSA","198960",164296,3528,5440,25696
"226","San Luis Obispo-Atascadero-  Paso Robles* CA MSA","18591",17937,0,464,190
"227","Santa Barbara-Santa Maria-  Lompoc* CA MSA","13264",12991,273,0,0
"228","Santa Fe* NM MSA","4903",4747,0,156,0
"229","Sarasota-Bradenton* FL MSA","155956",111392,670,465,43429
"230","Savannah* GA MSA","16613",14404,242,0,1967
"231","Scranton--Wilkes-Barre--  Hazleton* PA MSA","4314",3882,0,0,432
"232","Seattle-Tacoma-Bremerton  WA CMSA","188717",126805,3166,259,58487
"233","Sharon* PA MSA","1333",1083,0,0,250
"234","Sheboygan* WI MSA","1799",1799,0,0,0
"235","Sherman-Denison* TX MSA","1814",1814,0,0,0
"236","Shreveport-Bossier City* LA  MSA","13375",13375,0,0,0
"237","Sioux City* IA-NE MSA","1985",1802,183,0,0
"238","Sioux Falls* SD MSA","11019",10059,0,427,533
"239","South Bend* IN MSA","8136",8136,0,0,0
"240","Spokane* WA MSA","12287",12287,0,0,0
"241","Springfield* IL MSA","11087",10772,315,0,0
"242","Springfield* MO MSA","23005",21175,492,228,1110
"243","Springfield* MA MSA","7789",7789,0,0,0
"244","State College* PA MSA","6742",6742,0,0,0
"245","Steubenville-Weirton* OH-WV  MSA","355",290,65,0,0
"246","Stockton-Lodi* CA MSA","45825",45825,0,0,0
"247","Sumter* SC MSA","3647",2205,0,0,1442
"248","Syracuse* NY MSA","5724",5405,0,0,319
"249","Tallahassee* FL MSA","19329",19076,253,0,0
"250","Tampa-St. Petersburg-  Clearwater  FL MSA","160480",125037,2967,3069,29407
"251","Terre Haute* IN MSA","1891",1891,0,0,0
"252","Texarkana* TX-Texarkana  AR  MSA","604",604,0,0,0
"253","Toledo* OH MSA","27949",26693,431,0,825
"254","Topeka* KS MSA","8429",8429,0,0,0
"255","Tucson* AZ MSA","56105",52748,423,974,1960
"256","Tulsa* OK MSA","40208",35036,0,2079,3093
"257","Tuscaloosa* AL MSA","4467",4467,0,0,0
"258","Tyler* TX MSA","4467",4236,0,0,231
"259","Utica-Rome* NY MSA","765",765,0,0,0
"260","Victoria* TX MSA","1088",1088,0,0,0
"261","Visalia-Tulare-Porterville*  CA MSA","12897",12897,0,0,0
"262","Waco* TX MSA","2988",2548,440,0,0
"263","Washington-Baltimore  DC-MD-  VA-WV CMSA","402570",340568,288,0,61714
"264","Waterloo-Cedar Falls* IA MSA","2704",2532,172,0,0
"265","Wausau* WI MSA","3513",2978,135,0,400
"266","West Palm Beach-Boca Raton  FL MSA","101931",75617,126,0,26188
"267","Wheeling* WV-OH MSA","138",138,0,0,0
"268","Wichita* KS MSA","13121",13121,0,0,0
"269","Wichita Falls* TX MSA","2337",2337,0,0,0
"270","Wilmington* NC MSA","40183",30563,343,0,9277
"271","Yakima* WA MSA","2586",2167,109,310,0
"272","York* PA MSA","11391",11391,0,0,0
"273","Youngstown-Warren* OH MSA","9276",8268,300,708,0
"274","Yuba City* CA MSA","8007",7795,212,0,0
"275","Yuma* AZ MSA","6528",6528,0,0,0
