"","City","State","Total","1_Units","2_Units","3-4_Units"
"97","Gainesville* FL MSA","12961",12961,0,0,0
"98","Glens Falls* NY MSA","10211",8826,659,726,0
"99","Goldsboro* NC MSA","3708",3708,0,0,0
"100","Grand Forks* ND-MN MSA","2392",1380,1012,0,0
"101","Grand Junction* CO MSA","14283",14014,269,0,0
"102","Grand Rapids-Muskegon-  Holland  MI MSA","81955",77235,1701,1837,1182
"103","Great Falls* MT MSA","1919",1812,0,107,0
"104","Green Bay* WI MSA","22418",15724,2374,0,4320
"105","Greensboro--Winston-Salem--  High Point  NC MSA","118852",106960,320,0,11572
"106","Greenville* NC MSA","12793",10187,512,0,2094
"107","Greenville-Spartanburg-  Anderson* SC MSA","72054",67485,0,570,3999
"108","Harrisburg-Lebanon-  Carlisle* PA MSA","23126",22701,0,425,0
"109","Hartford* CT MSA","48483",46314,564,77,1528
"110","Hattiesburg* MS MSA","1991",1691,0,0,300
"111","Hickory-Morganton-Lenoir*  NC MSA","19844",19627,217,0,0
"112","Honolulu  HI MSA","29783",18904,3191,3813,3875
"113","Houma* LA MSA","8968",8464,504,0,0
"114","Houston-Galveston-Brazoria  TX CMSA","450144",403852,1491,7934,36867
"115","Huntington-Ashland* WV-KY-  OH MSA","592",592,0,0,0
"116","Huntsville* AL MSA","10006",5880,0,0,4126
"117","Indianapolis  IN MSA","218295",205773,3844,2580,6098
"118","Iowa City* IA MSA","11049",7063,280,400,3306
"119","Jackson* MI MSA","1553",1253,0,300,0
"120","Jackson* MS MSA","26957",26408,0,0,549
"121","Jackson* TN MSA","8362",8167,195,0,0
"122","Jacksonville  FL MSA","134582",134582,0,0,0
"123","Jacksonville* NC MSA","6980",6980,0,0,0
"124","Jamestown* NY MSA","88",88,0,0,0
"125","Janesville-Beloit* WI MSA","3937",3002,460,300,175
"126","Johnson City-Kingsport-  Bristol* TN-VA MSA","13010",12571,179,0,260
"127","Johnstown* PA MSA","1112",952,0,0,160
"128","Jonesboro* AR MSA","4631",4631,0,0,0
"129","Joplin* MO MSA","1653",1653,0,0,0
"130","Kalamazoo-Battle Creek* MI  MSA","19609",16852,0,540,2217
"131","Kansas City  MO-KS MSA","155576",131568,4194,2760,17054
"132","Killeen-Temple* TX MSA","23159",19274,1395,2256,234
"133","Knoxville* TN MSA","41261",36725,1616,120,2800
"134","Kokomo* IN MSA","4890",4355,535,0,0
"135","La Crosse* WI-MN MSA","5304",5124,0,180,0
"136","Lafayette* LA MSA","16416",16416,0,0,0
"137","Lafayette* IN MSA","16976",12863,514,281,3318
"138","Lake Charles* LA MSA","6620",6498,122,0,0
"139","Lakeland-Winter Haven* FL MSA","43962",42053,0,0,1909
"140","Lancaster* PA MSA","16684",15984,0,0,700
"141","Lansing-East Lansing* MI MSA","31909",20348,0,0,11561
"142","Laredo* TX MSA","11580",10601,0,112,867
"143","Las Cruces* NM MSA","12743",12743,0,0,0
"144","Las Vegas  NV-AZ MSA","305562",236863,1206,787,66706
"145","Lawrence* KS MSA","3189",2975,214,0,0
"146","Lawton* OK MSA","1608",1583,0,0,25
"147","Lewiston-Auburn* ME MSA","3677",3147,530,0,0
"148","Lexington* KY MSA","38355",36274,924,740,417
"149","Lima* OH MSA","1415",1415,0,0,0
"150","Lincoln* NE MSA","20051",18573,426,0,1052
"151","Little Rock-North Little  Rock* AR MSA","33236",31904,143,150,1039
"152","Longview-Marshall* TX MSA","1418",1418,0,0,0
"153","Los Angeles-Riverside-  Orange County  CA CMSA","972107",883555,9913,8727,69912
"154","Louisville  KY-IN MSA","71925",69161,159,0,2605
"155","Lubbock* TX MSA","10934",10381,553,0,0
"156","Lynchburg* VA MSA","16207",15614,366,0,227
"157","Macon* GA MSA","17588",17588,0,0,0
"158","Madison* WI MSA","42129",36560,1013,1651,2905
"159","Mansfield* OH MSA","4960",4442,156,217,145
"160","McAllen-Edinburg-Mission*  TX MSA","37979",35021,223,590,2145
"161","Medford-Ashland* OR MSA","22693",21933,0,0,760
"162","Melbourne-Titusville-Palm  Bay* FL MSA","87618",55658,467,0,31493
"163","Memphis  TN-AR-MS MSA","103023",102425,598,0,0
"164","Merced* CA MSA","22139",22139,0,0,0
"165","Miami-Fort Lauderdale  FL  CMSA","172778",140213,2585,728,29252
"166","Milwaukee-Racine  WI CMSA","107860",84308,4923,1100,17529
"167","Minneapolis-St. Paul  MN-WI  MSA","346895",310396,6692,3830,25977
"168","Missoula* MT MSA","4862",4033,0,166,663
"169","Mobile* AL MSA","39394",34562,626,0,4206
"170","Modesto* CA MSA","39157",36981,629,1266,281
"171","Monroe* LA MSA","7728",7728,0,0,0
"172","Montgomery* AL MSA","11031",11031,0,0,0
"173","Muncie* IN MSA","4159",3684,0,0,475
"174","Myrtle Beach* SC MSA","32818",27869,439,192,4318
"175","Naples* FL MSA","84125",59661,810,11448,12206
"176","Nashville  TN MSA","148301",133226,4429,397,10249
"177","New London-Norwich* CT-RI MSA","14003",13593,160,0,250
"178","New Orleans* LA MSA","45662",44835,46,267,514
"179","New York-Northern New  Jersey-Long Island  NY-NJ-  CT-PA CMSA","689775",447490,43545,27754,170986
"180","Norfolk-Virginia Beach-  Newport News  VA-NC MSA","98138",93973,620,300,3245
"181","Ocala* FL MSA","44066",43777,105,184,0
"182","Odessa-Midland* TX MSA","3989",3989,0,0,0
"183","Oklahoma City* OK MSA","64790",64514,276,0,0
"184","Omaha* NE-IA MSA","50950",49726,373,0,851
"185","Orlando  FL MSA","232148",208211,0,1384,22553
"186","Owensboro* KY MSA","5295",5295,0,0,0
"187","Panama City* FL MSA","18877",12212,0,0,6665
"188","Parkersburg-Marietta* WV-OH  MSA","2369",2369,0,0,0
"189","Pensacola* FL MSA","39186",28071,138,0,10977
"190","Peoria-Pekin* IL MSA","16069",14942,362,560,205
"191","Philadelphia-Wilmington-  Atlantic City  PA-NJ-DE-MD  CMSA","231891",214539,4254,1720,11378
"192","Phoenix-Mesa  AZ MSA","595673",586446,1060,1556,6611
"193","Pine Bluff* AR MSA","756",679,77,0,0
"194","Pittsburgh  PA MSA","95945",87545,966,2050,5384
"195","Pittsfield* MA MSA","0",0,0,0,0
"196","Pocatello* ID MSA","1369",1369,0,0,0
"197","Portland* ME MSA","22985",20771,216,718,1280
"198","Portland-Salem  OR-WA CMSA","243245",200727,3843,1094,37581
"199","Providence-Fall River-  Warwick* RI-MA MSA","33541",30029,823,783,1906
"200","Provo-Orem* UT MSA","53194",40642,1122,274,11156
"201","Pueblo* CO MSA","11644",11110,534,0,0
"202","Punta Gorda* FL MSA","29556",25928,0,1628,2000
"203","Raleigh-Durham-Chapel Hill  NC MSA","216178",203193,2183,652,10150
"204","Rapid City* SD MSA","5012",4815,0,197,0
"205","Reading* PA MSA","11973",11122,115,189,547
"206","Redding* CA MSA","15153",15153,0,0,0
"207","Reno* NV MSA","52555",50476,0,0,2079
"208","Richland-Kennewick-Pasco*  WA MSA","14287",13922,0,0,365
"209","Richmond-Petersburg  VA MSA","113199",90321,58,0,22820
"210","Roanoke* VA MSA","7895",7803,92,0,0
"211","Rochester* MN MSA","15781",15781,0,0,0
"212","Rochester* NY MSA","31298",29570,0,328,1400
"213","Rockford* IL MSA","16197",16045,152,0,0
"214","Rocky Mount* NC MSA","5511",4933,449,0,129
"215","Sacramento-Yolo  CA CMSA","242557",235917,598,1514,4528
"216","Saginaw-Bay City-Midland*  MI MSA","8772",7892,221,332,327
"217","St. Cloud* MN MSA","7380",7065,0,0,315
"218","St. Joseph* MO MSA","2123",1998,125,0,0
"219","St. Louis  MO-IL MSA","164671",140200,4424,1380,18667
"220","Salinas* CA MSA","21075",21075,0,0,0
"221","Salt Lake City-Ogden  UT MSA","116499",98339,2065,2609,13486
"222","San Angelo* TX MSA","2987",2987,0,0,0
"223","San Antonio* TX MSA","91171",79792,323,0,11056
"224","San Diego  CA MSA","203856",185934,2971,813,14138
"225","San Francisco-Oakland-San  Jose  CA CMSA","356032",335262,756,851,19163
"226","San Luis Obispo-Atascadero-  Paso Robles* CA MSA","31349",30066,0,248,1035
"227","Santa Barbara-Santa Maria-  Lompoc* CA MSA","27339",27339,0,0,0
"228","Santa Fe* NM MSA","10261",9991,0,0,270
"229","Sarasota-Bradenton* FL MSA","104566",80870,0,4992,18704
"230","Savannah* GA MSA","41784",17815,0,0,23969
"231","Scranton--Wilkes-Barre--  Hazleton* PA MSA","7516",7013,0,503,0
"232","Seattle-Tacoma-Bremerton  WA CMSA","322683",237701,7743,3503,73736
"233","Sharon* PA MSA","1224",1224,0,0,0
"234","Sheboygan* WI MSA","2097",1907,190,0,0
"235","Sherman-Denison* TX MSA","1102",1102,0,0,0
"236","Shreveport-Bossier City* LA  MSA","20268",15368,0,0,4900
"237","Sioux City* IA-NE MSA","1658",1408,250,0,0
"238","Sioux Falls* SD MSA","18282",16778,147,0,1357
"239","South Bend* IN MSA","13719",11949,210,0,1560
"240","Spokane* WA MSA","27083",20169,182,0,6732
"241","Springfield* IL MSA","5987",5261,726,0,0
"242","Springfield* MO MSA","25419",24705,328,230,156
"243","Springfield* MA MSA","10144",9959,185,0,0
"244","State College* PA MSA","4992",4992,0,0,0
"245","Steubenville-Weirton* OH-WV  MSA","432",432,0,0,0
"246","Stockton-Lodi* CA MSA","82282",82282,0,0,0
"247","Sumter* SC MSA","3398",2901,204,0,293
"248","Syracuse* NY MSA","11961",9927,0,0,2034
"249","Tallahassee* FL MSA","16865",15459,969,437,0
"250","Tampa-St. Petersburg-  Clearwater  FL MSA","194926",144300,2372,2534,45720
"251","Terre Haute* IN MSA","3182",3182,0,0,0
"252","Texarkana* TX-Texarkana  AR  MSA","1295",1295,0,0,0
"253","Toledo* OH MSA","28028",26869,1159,0,0
"254","Topeka* KS MSA","10322",8289,0,350,1683
"255","Tucson* AZ MSA","94647",92653,1994,0,0
"256","Tulsa* OK MSA","48679",47837,120,0,722
"257","Tuscaloosa* AL MSA","7410",7410,0,0,0
"258","Tyler* TX MSA","5922",5645,0,0,277
"259","Utica-Rome* NY MSA","1642",1642,0,0,0
"260","Victoria* TX MSA","2941",2941,0,0,0
"261","Visalia-Tulare-Porterville*  CA MSA","24445",24178,267,0,0
"262","Waco* TX MSA","5979",5499,0,0,480
"263","Washington-Baltimore  DC-MD-  VA-WV CMSA","477117",439674,276,28,37139
"264","Waterloo-Cedar Falls* IA MSA","5390",2322,1168,0,1900
"265","Wausau* WI MSA","8140",7268,372,0,500
"266","West Palm Beach-Boca Raton  FL MSA","149979",133009,60,1912,14998
"267","Wheeling* WV-OH MSA","203",203,0,0,0
"268","Wichita* KS MSA","22047",22047,0,0,0
"269","Wichita Falls* TX MSA","2746",2666,80,0,0
"270","Wilmington* NC MSA","54275",46317,304,0,7654
"271","Yakima* WA MSA","4238",4238,0,0,0
"272","York* PA MSA","16270",16172,98,0,0
"273","Youngstown-Warren* OH MSA","14667",13517,1150,0,0
"274","Yuba City* CA MSA","18285",18285,0,0,0
"275","Yuma* AZ MSA","9364",9364,0,0,0
