"City","State","Total","X1_Units","X2_Units","X3.4_Units","X5.Inf_Units"
"Detroit-Warren-Livonia","MI",156534,141761,1788,2065,10920
"Dothan","AL",3054,2893,161,0,0
"Dover","DE",9940,9940,0,0,0
"Dubuque","IA",8292,2579,0,0,5713
"Duluth","MN-WI",6171,3541,2630,0,0
"Durham","NC",68828,64686,0,0,4142
"Eau Claire","WI",1350,1350,0,0,0
"El Centro","CA",27726,23767,0,0,3959
"El Paso","TX",19589,18716,144,303,426
"Elizabethtown","KY",6423,6338,85,0,0
"Elkhart-Goshen","IN",10255,10024,231,0,0
"Elmira","NY",392,392,0,0,0
"Erie","PA",1835,1835,0,0,0
"Eugene-Springfield","OR",16201,15562,639,0,0
"Evansville","IN-KY",12286,12179,107,0,0
"Fairbanks","AK",627,627,0,0,0
"Fargo","ND-MN",1153,1153,0,0,0
"Farmington","NM",1845,1845,0,0,0
"Fayetteville","NC",25649,23332,0,0,2317
"Fayetteville-Springdale-Rogers","AR-MO",46256,40585,1538,639,3494
"Flagstaff","AZ",10614,10488,126,0,0
"Flint","MI",14972,14642,330,0,0
"Florence","SC",7175,7175,0,0,0
"Fond du Lac","WI",2416,2116,300,0,0
"Fort Collins-Loveland","CO",28290,26486,0,496,1308
"Fort Smith","AR-OK",4948,3715,403,830,0
"Fort Walton Beach-Crestview-Destin","FL",47460,21508,0,0,25952
"Fort Wayne","IN",17676,17267,409,0,0
"Fresno","CA",89291,76430,435,358,12068
"Gadsden","AL",1522,1522,0,0,0
"Gainesville","FL",11067,11067,0,0,0
"Gainesville","GA",12165,12165,0,0,0
"Glens Falls","NY",5752,5629,0,123,0
"Goldsboro","NC",4132,4000,0,0,132
"Grand Forks","ND-MN",1260,0,0,0,1260
"Grand Junction","CO",14168,13739,138,291,0
"Grand Rapids-Wyoming","MI",42088,28497,0,0,13591
"Great Falls","MT",762,762,0,0,0
"Greeley","CO",47353,46265,1088,0,0
"Green Bay","WI",9796,8803,611,0,382
"Greensboro-High Point","NC",51529,48908,350,557,1714
"Greenville","NC",9506,7809,240,0,1457
"Greenville","SC",34136,34136,0,0,0
"Gulfport-Biloxi","MS",15001,14813,0,188,0
"Hagerstown-Martinsburg","MD-WV",24618,24288,180,0,150
"Hanford-Corcoran","CA",8862,8609,0,0,253
"Harrisburg-Carlisle","PA",17024,16764,260,0,0
"Harrisonburg","VA",5813,5749,64,0,0
"Hartford-West Hartford-East Hartford","CT",28508,24683,1519,0,2306
"Hattiesburg","MS",940,940,0,0,0
"Hickory-Lenoir-Morganton","NC",23389,15160,106,0,8123
"Hinesville-Fort Stewart","GA",1929,1929,0,0,0
"Holland-Grand Haven","MI",17992,17150,335,300,207
"Honolulu","HI",86461,47331,1000,5018,33112
"Hot Springs","AR",1093,1093,0,0,0
"Houma-Bayou Cane-Thibodaux","LA",7699,7699,0,0,0
"Houston-Baytown-Sugar Land","TX",434364,376065,1408,244,56647
"Huntington-Ashland","WV-KY-OH",3079,3079,0,0,0
"Huntsville","AL",10551,9782,0,0,769
"Idaho Falls","ID",6887,6064,0,823,0
"Indianapolis","IN",131068,122731,2742,404,5191
"Iowa City","IA",12356,8964,0,772,2620
"Ithaca","NY",1243,1093,150,0,0
"Jackson","MI",2098,2098,0,0,0
"Jackson","MS",30755,23840,0,0,6915
"Jackson","TN",2946,2946,0,0,0
"Jacksonville","FL",154767,146774,123,370,7500
"Jacksonville","NC",8212,8212,0,0,0
"Janesville","WI",15019,13314,1205,500,0
"Jefferson City","MO",2051,1867,0,184,0
"Johnson City","TN",7463,7463,0,0,0
"Johnstown","PA",46,46,0,0,0
"Jonesboro","AR",2826,2826,0,0,0
"Joplin","MO",1389,1389,0,0,0
"Kalamazoo-Portage","MI",14594,13654,0,940,0
"Kankakee-Bradley","IL",4057,3714,183,160,0
"Kansas City","MO-KS",125277,112047,6528,1730,4972
"Kennewick-Richland-Pasco","WA",16788,15833,306,345,304
"Killeen-Temple-Fort Hood","TX",23678,19433,2266,1979,0
"Kingsport-Bristol-Bristol","TN-VA",6238,5988,0,0,250
"Kingston","NY",3099,1979,400,270,450
"Knoxville","TN",34712,34157,0,270,285
"Kokomo","IN",2037,1781,256,0,0
"La Crosse","WI-MN",678,678,0,0,0
"Lafayette","IN",10398,10398,0,0,0
"Lafayette","LA",13134,11463,0,150,1521
"Lake Charles","LA",7633,7578,55,0,0
"Lakeland","FL",48227,47824,189,0,214
"Lancaster","PA",25123,23152,0,0,1971
"Lansing-East Lansing","MI",17498,17201,0,0,297
"Laredo","TX",11615,10040,0,83,1492
"Las Cruces","NM",19119,19119,0,0,0
"Las Vegas-Paradise","NV",300838,278764,771,7274,14029
"Lawrence","KS",3364,3364,0,0,0
"Lawton","OK",1537,1437,0,0,100
"Lebanon","PA",4726,4726,0,0,0
"Lewiston","ID-WA",259,0,259,0,0
"Lewiston-Auburn","ME",2245,2245,0,0,0
"Lexington-Fayette","KY",36028,35478,0,550,0
"Lima","OH",565,565,0,0,0
"Lincoln","NE",11364,10544,278,0,542
"Little Rock-North Little Rock","AR",55086,45031,207,0,9848
"Logan","UT-ID",6555,5989,0,334,232
"Longview","TX",2709,2709,0,0,0
"Longview","WA",3541,3418,123,0,0
"Los Angeles-Long Beach-Santa Ana","CA",410982,290383,8808,7309,104482
"Louisville","KY-IN",85492,83965,420,780,327
"Lubbock","TX",15893,9589,2685,427,3192
"Lynchburg","VA",12042,11395,0,0,647
"Macon","GA",8865,8725,140,0,0
"Madera","CA",18699,18336,0,363,0
"Madison","WI",52059,31612,725,5181,14541
"Manchester-Nashua","NH",16764,15092,477,266,929
"Mansfield","OH",1338,1338,0,0,0
"McAllen-Edinburg-Pharr","TX",34875,31909,281,1491,1194
"Medford","OR",16054,14800,225,1029,0
"Memphis","TN-MS-AR",90916,84083,0,0,6833
"Merced","CA",25915,25682,0,233,0
"Miami-Fort Lauderdale-Miami Beach","FL",379942,310778,1465,7888,59811
"Michigan City-La Porte","IN",2260,2260,0,0,0
"Midland","TX",3071,3071,0,0,0
"Milwaukee-Waukesha-West Allis","WI",76225,57805,3622,1462,13336
"Minneapolis-St. Paul-Bloomington","MN-WI",197987,169290,1819,2619,24259
"Missoula","MT",1730,1537,193,0,0
"Mobile","AL",14827,14674,0,0,153
"Modesto","CA",46156,44961,0,0,1195
"Monroe","LA",2775,2135,640,0,0
"Monroe","MI",5238,5058,0,0,180
"Montgomery","AL",11526,11526,0,0,0
"Morgantown","WV",135,135,0,0,0
"Morristown","TN",4518,4518,0,0,0
"Mount Vernon-Anacortes","WA",11012,10756,256,0,0
"Muncie","IN",1888,1888,0,0,0
"Muskegon-Norton Shores","MI",4896,4468,0,0,428
"Myrtle Beach-Conway-North Myrtle Beach","SC",42444,34964,250,348,6882
"Napa","CA",11295,11295,0,0,0
"Naples-Marco Island","FL",149788,58255,1424,11414,78695
"Nashville-Davidson--Murfreesboro","TN",145579,143336,125,0,2118
"New Haven-Milford","CT",12718,11004,80,0,1634
"New Orleans-Metairie-Kenner","LA",59015,58255,560,200,0
"New York-Northern New Jersey-Long Island","NY-NJ-PA",342524,220347,43337,23681,55159
"Niles-Benton Harbor","MI",3273,3273,0,0,0
"Norwich-New London","CT",9055,8404,0,0,651
"Ocala","FL",51017,49746,1271,0,0
"Ocean City","NJ",20216,10909,8041,230,1036
"Odessa","TX",1884,1884,0,0,0
"Ogden-Clearfield","UT",43927,41345,300,1823,459
"Oklahoma City","OK",94092,87150,411,400,6131
"Olympia","WA",24481,24205,276,0,0
"Omaha-Council Bluffs","NE-IA",43423,39446,218,1410,2349
"Orlando","FL",319632,285145,2100,5977,26410
"Oshkosh-Neenah","WI",6858,6177,178,343,160
"Owensboro","KY",2853,2767,86,0,0
"Oxnard-Thousand Oaks-Ventura","CA",23450,17716,0,0,5734
"Palm Bay-Melbourne-Titusville","FL",124167,76738,0,687,46742
"Panama City-Lynn Haven","FL",47576,9826,0,625,37125
"Parkersburg-Marietta","WV-OH",610,610,0,0,0
"Pascagoula","MS",6921,6921,0,0,0
"Pensacola-Ferry Pass-Brent","FL",45987,45514,206,0,267
"Peoria","IL",7136,5074,2062,0,0
"Philadelphia-Camden-Wilmington","PA-NJ-DE-MD",126880,119266,605,781,6228
"Phoenix-Mesa-Scottsdale","AZ",533875,496896,3135,5446,28398
"Pine Bluff","AR",154,154,0,0,0
"Pittsburgh","PA",54034,49159,585,1070,3220
"Pittsfield","MA",797,797,0,0,0
"Pocatello","ID",2423,2423,0,0,0
"Port St. Lucie-Fort Pierce","FL",65217,59823,144,3302,1948
"Portland-South Portland-Biddeford","ME",33223,31512,290,0,1421
"Portland-Vancouver-Beaverton","OR-WA",127616,111179,743,0,15694
"Poughkeepsie-Newburgh-Middletown","NY",26587,20727,0,1382,4478
"Prescott","AZ",33754,33342,412,0,0
"Providence-New Bedford-Fall River","RI-MA",34724,33779,150,200,595
"Provo-Orem","UT",52546,38077,1301,2643,10525
"Pueblo","CO",10305,10176,129,0,0
"Punta Gorda","FL",49587,24252,1200,0,24135
"Racine","WI",6183,6027,156,0,0
"Raleigh-Cary","NC",153997,123105,1034,261,29597
"Rapid City","SD",11042,6071,0,4971,0
"Reading","PA",10552,9989,212,0,351
"Redding","CA",12811,9163,0,0,3648
"Reno-Sparks","NV",66666,56636,0,2454,7576
"Richmond","VA",74177,67530,0,348,6299
"Riverside-San Bernardino-Ontario","CA",557798,535363,3898,4004,14533
"Roanoke","VA",38272,16315,117,0,21840
"Rochester","MN",13056,13056,0,0,0
"Rochester","NY",15781,15706,0,0,75
"Rockford","IL",12689,12225,211,253,0
"Rocky Mount","NC",4203,4074,129,0,0
"Rome","GA",8467,5055,512,0,2900
"Sacramento--Arden-Arcade--Roseville","CA",299996,281396,549,0,18051
"Saginaw-Saginaw Township North","MI",2710,2710,0,0,0
"Salem","OR",23245,21588,162,421,1074
"Salinas","CA",22311,20850,0,1461,0
"Salisbury","MD",5246,4422,0,824,0
"Salt Lake City","UT",58612,53341,627,1324,3320
"San Angelo","TX",2449,2449,0,0,0
"San Antonio","TX",145920,132092,750,0,13078
"San Diego-Carlsbad-San Marcos","CA",206898,171111,719,3774,31294
"San Francisco-Oakland-Fremont","CA",190716,144141,1049,4473,41053
"San Jose-Sunnyvale-Santa Clara","CA",61743,53456,3125,0,5162
"San Luis Obispo-Paso Robles","CA",24307,24059,0,248,0
"Sandusky","OH",1261,1261,0,0,0
"Santa Barbara-Santa Maria-Goleta","CA",43507,40732,664,1433,678
"Santa Cruz-Watsonville","CA",21483,21483,0,0,0
"Santa Fe","NM",6346,6346,0,0,0
"Santa Rosa-Petaluma","CA",15798,15656,142,0,0
"Sarasota-Bradenton-Venice","FL",197690,134163,288,6695,56544
"Savannah","GA",31175,23138,992,0,7045
"Scranton--Wilkes-Barre","PA",4172,3948,0,224,0
"Seattle-Tacoma-Bellevue","WA",248389,198934,4964,3738,40753
"Sheboygan","WI",5280,4617,663,0,0
"Sherman-Denison","TX",1151,1151,0,0,0
"Shreveport-Bossier City","LA",21852,21852,0,0,0
"Sioux City","IA-NE-SD",1874,1694,180,0,0
"Sioux Falls","SD",18177,10644,0,914,6619
"South Bend-Mishawaka","IN-MI",8275,8075,200,0,0
"Spartanburg","SC",10185,10185,0,0,0
"Spokane","WA",11057,10242,815,0,0
"Springfield","IL",4712,4132,580,0,0
"Springfield","MA",9516,9078,438,0,0
"Springfield","MO",26678,23428,1950,0,1300
"Springfield","OH",1344,1344,0,0,0
"St. Cloud","MN",4005,3690,0,0,315
"St. George","UT",21458,20983,175,300,0
"St. Joseph","MO-KS",2236,2236,0,0,0
"St. Louis","MO-IL",159827,121859,1692,327,35949
"State College","PA",5518,4850,0,131,537
"Stockton","CA",91016,91016,0,0,0
"Sumter","SC",4447,4217,230,0,0
"Syracuse","NY",6876,6509,0,263,104
"Tallahassee","FL",42997,23333,206,348,19110
"Tampa-St. Petersburg-Clearwater","FL",276062,254072,6433,3201,12356
"Terre Haute","IN",2454,1854,0,600,0
"Texarkana","TX-TexarkanaAR",2377,2277,100,0,0
"Toledo","OH",14541,14056,485,0,0
"Topeka","KS",7062,7062,0,0,0
"Trenton-Ewing","NJ",11182,6713,0,0,4469
"Tucson","AZ",95248,93090,576,0,1582
"Tulsa","OK",38906,37986,542,0,378
"Tuscaloosa","AL",10237,9276,0,0,961
"Tyler","TX",5394,5117,0,0,277
"Utica-Rome","NY",685,685,0,0,0
"Valdosta","GA",7706,7311,0,0,395
"Vallejo-Fairfield","CA",19131,19131,0,0,0
"Vero Beach","FL",30277,25780,105,938,3454
"Victoria","TX",538,538,0,0,0
"Vineland-Millville-Bridgeton","NJ",2504,2504,0,0,0
"Virginia Beach-Norfolk-Newport News","VA-NC",81655,78173,1115,352,2015
"Visalia-Porterville","CA",24108,23871,0,237,0
"Waco","TX",12832,10494,1958,380,0
"Warner Robins","GA",14297,14297,0,0,0
"Washington-Arlington-Alexandria","DC-VA-MD-WV",357841,331962,0,5762,20117
"Waterloo-Cedar Falls","IA",5835,3715,0,0,2120
"Wausau","WI",4041,3969,72,0,0
"Weirton-Steubenville","WV-OH",364,364,0,0,0
"Wenatchee","WA",4193,4193,0,0,0
"Wheeling","WV-OH",139,139,0,0,0
"Wichita Falls","TX",3681,3681,0,0,0
"Wichita","KS",25838,24694,1144,0,0
"Williamsport","PA",3586,3236,350,0,0
"Wilmington","NC",73205,68392,566,1037,3210
"Winchester","VA-WV",15590,11600,0,0,3990
"Winston-Salem","NC",20729,20574,0,0,155
"Worcester","MA",34246,30060,0,386,3800
"Yakima","WA",4222,3801,173,248,0
"York-Hanover","PA",16699,13871,1905,398,525
"Youngstown-Warren-Boardman","OH-PA",10720,10510,150,60,0
"Yuba City-Marysville","CA",27186,26439,0,0,747
"Yuma","AZ",22941,22941,0,0,0
"Abilene","TX",1935,1935,0,0,0
"Akron","OH",33846,32317,678,468,383
"Albany","GA",7461,7461,0,0,0
"Albany-Schenectady-Troy","NY",18636,16956,1100,0,580
"Albuquerque","NM",79383,79383,0,0,0
"Alexandria","LA",3518,3518,0,0,0
"Allentown-Bethlehem-Easton","PA-NJ",43899,42369,0,520,1010
"Altoona","PA",76,76,0,0,0
"Amarillo","TX",11021,11021,0,0,0
"Ames","IA",6028,3821,0,0,2207
"Anchorage","AK",12963,12433,0,530,0
"Anderson","IN",3897,3897,0,0,0
"Anderson","SC",8812,7919,443,450,0
"Ann Arbor","MI",24048,22187,0,1145,716
"Anniston-Oxford","AL",1804,1804,0,0,0
"Appleton","WI",14235,13711,110,0,414
"Asheville","NC",32426,31985,441,0,0
"Athens-Clarke County","GA",14495,14495,0,0,0
"Atlanta-Sandy Springs-Marietta","GA",574561,539622,4618,278,30043
"Atlantic City","NJ",10852,10850,2,0,0
"Auburn-Opelika","AL",12111,9320,121,0,2670
"Augusta-Richmond County","GA-SC",25940,25940,0,0,0
"Austin-Round Rock","TX",142153,124939,3028,1012,13174
"Bakersfield","CA",58198,54619,0,0,3579
"Baltimore-Towson","MD",71515,65172,0,0,6343
"Bangor","ME",3178,3178,0,0,0
"Barnstable Town","MA",16341,16162,0,179,0
"Baton Rouge","LA",30047,30047,0,0,0
"Battle Creek","MI",1693,1693,0,0,0
"Bay City","MI",1057,1057,0,0,0
"Beaumont-Port Arthur","TX",4395,4395,0,0,0
"Bellingham","WA",18331,16475,458,353,1045
"Bend","OR",36010,30532,2484,1453,1541
"Billings","MT",6260,6260,0,0,0
"Binghamton","NY",1375,1375,0,0,0
"Birmingham-Hoover","AL",77514,76773,0,226,515
"Bismarck","ND",0,0,0,0,0
"Blacksburg-Christiansburg-Radford","VA",8507,8299,0,0,208
"Bloomington","IN",5930,4529,720,236,445
"Bloomington-Normal","IL",7068,6483,585,0,0
"Boise City-Nampa","ID",83295,80798,1375,1122,0
"Boston-Cambridge-Quincy","MA-NH",102686,85893,3109,1071,12613
"Boulder","CO",16069,12399,826,264,2580
"Bowling Green","KY",8126,8126,0,0,0
"Bremerton-Silverdale","WA",14846,14607,239,0,0
"Bridgeport-Stamford-Norwalk","CT",41041,39992,1049,0,0
"Brownsville-Harlingen","TX",20504,18224,177,1476,627
"Brunswick","GA",10193,9143,124,0,926
"Buffalo-Niagara Falls","NY",25095,24395,0,300,400
"Burlington","NC",13022,12782,0,240,0
"Burlington-South Burlington","VT",5942,5305,284,0,353
"Canton-Massillon","OH",10357,10357,0,0,0
"Cape Coral-Fort Myers","FL",227071,128519,16699,15909,65944
"Carson City","NV",1546,1296,250,0,0
"Casper","WY",2061,2061,0,0,0
"Cedar Rapids","IA",5459,5070,180,0,209
"Champaign-Urbana","IL",5647,5647,0,0,0
"Charleston","WV",4361,4361,0,0,0
"Charleston-North Charleston","SC",74972,71468,181,238,3085
"Charlotte-Gastonia-Concord","NC-SC",180628,174845,875,1389,3519
"Charlottesville","VA",28542,23453,0,0,5089
"Chattanooga","TN-GA",29401,27263,267,259,1612
"Cheyenne","WY",2712,2712,0,0,0
"Chicago-Naperville-Joliet","IL-IN-WI",433871,394406,2260,6073,31132
"Chico","CA",9968,9748,0,220,0
"Cincinnati-Middletown","OH-KY-IN",105203,97601,910,380,6312
"Clarksville","TN-KY",22158,19768,0,0,2390
"Cleveland","TN",3463,2955,23,0,485
"Cleveland-Elyria-Mentor","OH",81334,75918,1856,530,3030
"Coeur d""Alene","ID",19805,18277,1325,0,203
"College Station-Bryan","TX",7678,6050,0,0,1628
"Colorado Springs","CO",59620,59620,0,0,0
"Columbia","MO",12281,11611,110,0,560
"Columbia","SC",73236,45633,72,110,27421
"Columbus","GA-AL",24067,17033,0,0,7034
"Columbus","IN",1931,1931,0,0,0
"Columbus","OH",142012,137682,153,75,4102
"Corpus Christi","TX",12510,11409,138,408,555
"Corvallis","OR",5121,5121,0,0,0
"Cumberland","MD-WV",759,759,0,0,0
"Dallas-Fort Worth-Arlington","TX",557964,552074,1344,269,4277
"Dalton","GA",5328,4712,66,100,450
"Danville","IL",0,0,0,0,0
"Danville","VA",2527,2527,0,0,0
"Davenport-Moline-Rock Island","IA-IL",4357,4357,0,0,0
"Dayton","OH",27458,26298,160,600,400
"Decatur","AL",3788,3788,0,0,0
"Decatur","IL",1348,1348,0,0,0
"Deltona-Daytona Beach-Ormond Beach","FL",95157,63081,386,0,31690
"Denver-Aurora","CO",202915,189995,1880,3016,8024
"Des Moines","IA",21066,20690,376,0,0
"Detroit-Warren-Livonia","MI",189002,172580,384,2972,13066
"Dothan","AL",2483,2407,76,0,0
"Dover","DE",15363,15363,0,0,0
"Dubuque","IA",4243,2843,0,0,1400
"Duluth","MN-WI",4724,4724,0,0,0
"Durham","NC",67734,46056,475,0,21203
"Eau Claire","WI",2788,2488,300,0,0
"El Centro","CA",11585,11074,0,0,511
"El Paso","TX",19236,18363,144,303,426
"Elizabethtown","KY",11511,10563,408,540,0
"Elkhart-Goshen","IN",9214,9214,0,0,0
"Elmira","NY",682,265,0,0,417
"Erie","PA",6373,4457,135,1381,400
"Eugene-Springfield","OR",19758,18623,897,238,0
"Evansville","IN-KY",26282,13895,206,0,12181
"Fairbanks","AK",402,252,150,0,0
"Fargo","ND-MN",2163,2163,0,0,0
"Farmington","NM",3130,3130,0,0,0
"Fayetteville","NC",21638,18032,0,0,3606
"Fayetteville-Springdale-Rogers","AR-MO",38666,34484,381,412,3389
"Flagstaff","AZ",14120,13748,0,372,0
"Flint","MI",18655,18655,0,0,0
"Florence","SC",7433,7433,0,0,0
"Fond du Lac","WI",1898,1678,220,0,0
"Fort Collins-Loveland","CO",35457,32761,719,496,1481
"Fort Smith","AR-OK",5961,5961,0,0,0
"Fort Walton Beach-Crestview-Destin","FL",57748,24603,0,0,33145
"Fort Wayne","IN",20782,20782,0,0,0
"Fresno","CA",73160,58797,3960,4042,6361
"Gadsden","AL",3014,3014,0,0,0
"Gainesville","FL",20486,13900,130,589,5867
"Gainesville","GA",13240,13240,0,0,0
"Glens Falls","NY",3869,3869,0,0,0
"Goldsboro","NC",5178,5178,0,0,0
"Grand Forks","ND-MN",0,0,0,0,0
"Grand Junction","CO",9423,9423,0,0,0
"Grand Rapids-Wyoming","MI",38156,36476,200,940,540
"Great Falls","MT",788,788,0,0,0
"Greeley","CO",54671,49054,870,0,4747
"Green Bay","WI",15216,12626,1680,0,910
"Greensboro-High Point","NC",64357,63880,340,137,0
"Greenville","NC",12363,10192,726,0,1445
"Greenville","SC",38957,38120,0,0,837
"Gulfport-Biloxi","MS",12777,12183,0,271,323
"Hagerstown-Martinsburg","MD-WV",29361,28985,0,0,376
"Hanford-Corcoran","CA",5438,5185,0,0,253
"Harrisburg-Carlisle","PA",17011,17011,0,0,0
"Harrisonburg","VA",7858,7858,0,0,0
"Hartford-West Hartford-East Hartford","CT",27401,25030,582,0,1789
"Hattiesburg","MS",7412,1690,0,0,5722
"Hickory-Lenoir-Morganton","NC",16016,16016,0,0,0
"Hinesville-Fort Stewart","GA",3422,3422,0,0,0
"Holland-Grand Haven","MI",18243,15924,623,300,1396
"Honolulu","HI",144301,25345,0,3456,115500
"Hot Springs","AR",1093,1093,0,0,0
"Houma-Bayou Cane-Thibodaux","LA",7742,7742,0,0,0
"Houston-Baytown-Sugar Land","TX",533972,481617,584,278,51493
"Huntington-Ashland","WV-KY-OH",437,437,0,0,0
"Huntsville","AL",6950,6181,0,0,769
"Idaho Falls","ID",9438,7911,130,1397,0
"Indianapolis","IN",145451,141075,1442,1602,1332
"Iowa City","IA",8682,8682,0,0,0
"Ithaca","NY",861,861,0,0,0
"Jackson","MI",1706,1706,0,0,0
"Jackson","MS",27914,26859,0,0,1055
"Jackson","TN",6729,6729,0,0,0
"Jacksonville","FL",191722,164162,397,390,26773
"Jacksonville","NC",9260,9260,0,0,0
"Janesville","WI",4585,4060,525,0,0
"Jefferson City","MO",3979,3795,0,184,0
"Johnson City","TN",9488,9038,0,450,0
"Johnstown","PA",0,0,0,0,0
"Jonesboro","AR",3201,3051,0,150,0
"Joplin","MO",2728,2728,0,0,0
"Kalamazoo-Portage","MI",9370,9370,0,0,0
"Kankakee-Bradley","IL",3823,3823,0,0,0
"Kansas City","MO-KS",131616,125257,3013,3346,0
"Kennewick-Richland-Pasco","WA",22316,20599,490,345,882
"Killeen-Temple-Fort Hood","TX",19427,16641,1600,1186,0
"Kingsport-Bristol-Bristol","TN-VA",6526,6083,0,0,443
"Kingston","NY",2209,1918,291,0,0
"Knoxville","TN",35126,34383,360,98,285
"Kokomo","IN",2002,2002,0,0,0
"La Crosse","WI-MN",2576,2250,326,0,0
"Lafayette","IN",21237,15237,0,0,6000
"Lafayette","LA",13235,11662,0,0,1573
"Lake Charles","LA",5941,5536,257,0,148
"Lakeland","FL",46750,45379,126,335,910
"Lancaster","PA",17966,15968,0,1781,217
"Lansing-East Lansing","MI",14993,13307,163,0,1523
"Laredo","TX",12087,10853,84,155,995
"Las Cruces","NM",13922,13922,0,0,0
"Las Vegas-Paradise","NV",358406,332297,0,5556,20553
"Lawrence","KS",3022,3022,0,0,0
"Lawton","OK",1537,1437,0,0,100
"Lebanon","PA",3670,3420,250,0,0
"Lewiston","ID-WA",936,936,0,0,0
